conflict_id,conflict_type,hurdat_storm_id,country_code,source_a,value_a,source_b,value_b,resolution,status,notes
CATEGORY-CHN-MWCR-20040812-050,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL032004,CYM,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MWCR-20040912-051,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL092004,CYM,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H4,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MWCR-20080830-052,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL072008,CYM,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MWCR-20081108-053,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL172008,CYM,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H3,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MWLC-19550915-034,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL091955,CYM,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MWLC-19700521-035,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL011970,CYM,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MWLC-19800806-038,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL041980,CYM,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H4,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MWLC-20020919-041,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL102002,CYM,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MWLC-20021001-042,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL132002,CYM,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MWLC-20040812-043,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL032004,CYM,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MWLC-20080830-044,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL072008,CYM,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYAB-19540826-060,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL061954,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYAB-19591019-063,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL111959,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYAB-19720906-067,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL131972,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYAB-19871013-069,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL131987,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYAB-20040903-074,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL062004,BHS,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYAB-20050825-077,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL122005,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYAB-20110825-082,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL092011,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYAB-20121026-083,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL182012,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYAB-20151110-084,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL122015,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYAB-20190915-086,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL092019,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYBS-19650908-058,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL031965,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYBS-19661004-059,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL091966,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYBS-19871013-063,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL131987,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYBS-20050825-068,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL122005,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYEG-19790902-045,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL091979,BHS,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYEG-19811106-047,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL211981,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYEG-19961019-049,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL121996,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYEG-20040903-050,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL062004,BHS,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H3,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYEG-20050824-051,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL122005,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYEG-20050919-052,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL182005,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYEG-20110825-054,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL092011,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYEG-20121025-055,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL182012,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYEG-20161006-057,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL142016,BHS,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H3,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYGF-19591019-061,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL111959,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYGF-19661004-062,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL091966,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYGF-19720906-063,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL131972,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYGF-19871013-067,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL131987,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYGF-20050825-075,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL122005,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYIG-19541013-029,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL141954,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYIG-19590922-031,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL081959,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYIG-19631009-033,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL071963,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYIG-19790901-034,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL091979,BHS,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYIG-19851118-035,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL131985,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYIG-19870923-036,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL121987,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYIG-20080907-040,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL092008,BHS,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H3,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYIG-20101106-041,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL212010,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYIG-20170908-044,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL112017,BHS,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H4,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYNN-19521026-041,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL101952,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYNN-19661004-045,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL091966,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYNN-19790903-047,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL091979,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYNN-20011105-051,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL152001,BHS,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYNN-20040903-052,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL062004,BHS,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYNN-20050825-053,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL122005,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYNN-20071101-054,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL162007,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYNN-20110825-055,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL092011,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYSM-19521026-046,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL101952,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYSM-19540908-047,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL081954,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYSM-19541014-048,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL141954,BHS,NOAA_NHC_HURDAT2,H4,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYSM-19810910-052,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL151981,BHS,NOAA_NHC_HURDAT2,H2,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYSM-19811106-053,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL211981,BHS,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYSM-19960710-055,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL021996,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H1,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYSM-20110825-061,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL092011,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MYSM-20121025-062,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL182012,BHS,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,H2,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MZAC-19611031-034,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL091961,BLZ,NOAA_NHC_HURDAT2,H5,CARIBBEAN_HURRICANE_NETWORK,H4,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MZAC-19710911-035,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL131971,BLZ,NOAA_NHC_HURDAT2,H3,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-MZAC-20100915-045,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL132010,BLZ,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
CATEGORY-CHN-TABA-19550914-037,HURDAT_CHN_COUNTRY_IMPACT_CATEGORY,AL081955,ATG,NOAA_NHC_HURDAT2,H1,CARIBBEAN_HURRICANE_NETWORK,TS,ADOPT_HURDAT_PRESERVE_BOTH,RESOLVED_BY_AUTHOR_REPORTED_RULE,"HURDAT value is country-impact-date +/-1 day intensity, not storm-lifetime maximum; both originals remain in evidence."
